tanggal,komentar,video_id
2023-08-25,"kok pemerintah lg yg di salahin.. wkakaka... ke mana"" pake sepeda / jalan kaki.. jgn pake motor / mobil.. si ibu yg melakukan gugatan juga jgn pake kendaraan bermotor.. jalan kaki, bu..jgn pake ac.. krn penyumbang polisi bukan hanya motor , mobil, pabrik"" aza..",fUeXK5UA8II
2023-08-20,"Kalau ibukotanya sudah pindah,...otomatis polusi udara Jakarta akan berkurang. Itulah solusi satu""nya....untuk mengatasinya.
Semoga disegerakan.",fUeXK5UA8II
2023-08-18,Solusinya : Pake tabung bulat buat nyelam kayak di Tom & Jerry,fUeXK5UA8II
2023-08-17,Wajarlah  Jakarta  tingkat  polusinya  tinggi  namanya  juga  tempat  sampah  berkumpul  dari  pencuri  kelas teri  sampai  pencuri  berdasi  kelas  kakap  jadi  satu  semoga  saja  polusinya  nggak  turun2  biar  sampah2  itu  pada  mati  🤣🤣🤣,fUeXK5UA8II
2023-08-16,"Ada aja gol sebelah selalu mencari cari bgm cara menjelekkan pemerintah yang sekarang, soal polusi itu kan tanggung jawab kita semua. Coba telaah pakai otak sehat",fUeXK5UA8II
2023-08-15,"Jakarta itu harus jadi tata kota yg syarat infrastruktur transportasi merata tidak hanya di distric tertentu, dan penghijauan yg merata dan massive",fUeXK5UA8II
2023-08-15,"Penduduk jakarta itu sudah over kapasitas, setiap tahun ratusan ribu orng masuk ke Jakarta untuk merantau adu nasib dan sebagainya bahkan mereka² yang pendatang ada yg stay permanent atau menjadi warga jkt tetap, udah gtu lahan terbuka hijau di jkt kurang dan orng² di sana lebih suka pakai kendaraan pribadi ntah montor atau mobil. Solusi nya adalah bangun Sentral ekonomi di luar jakarta kota kota besar lainnya juga harus di perhatikan untuk meminimalisir perantau yg akan datang ke jakt karna jakt udah bener bener padet, masa luas 661km² jumlah penduduk 11juta di tambah daerah sekitar jakarta yg masyarakat kerja nya di jakarta.",fUeXK5UA8II
2023-08-15,"Polusi karena jakarta di kelilingi tol. Dari jawa mau ke sumatera lewat jakarta. Pemda jakarta,bekasi,tanggerang beli lahan buat taman kota",fUeXK5UA8II
2023-08-15,"pindah ke dusun saja, itupun kalo mau... disini udaranya sehat, sejuk, bebas macet dan polusi, tapi ya gitu pendapatannya gak sebesar jakarta.",fUeXK5UA8II
2023-08-15,"Kenapa pemerintah yg salah lagi nih?

Kita sendiri hrs sadar saja - Kurangi rokok, kurangi emisi kendaraan, kurangi penggunaan ac, kurangi pembakaran sampah, kurangi yang bersifat polusi udara, tanaman hijau diperbanyak

Dan sorri kenapa mesti ingat covid??? Apa kaitan dgn covid??",fUeXK5UA8II
2023-08-14,"Anies yang akan atasi polisi udara di jakarta pasti bisa...caranya semua transportasi harus dimogokkan total...ganti dengan alat transportasi utama yaitu...."" KAKI """,fUeXK5UA8II
2023-08-14,"Harusnya jkt bebas polusi, doktor yohanes anis sudah berjuang keras menanam patung bambu esek2 kebanggaan bani petamburan.",fUeXK5UA8II
2023-08-14,"sudah dibilang kalau IKN itu dibuat karna di jakarta dan jawa sudah over populated, tanah air dan udara sudah gak sanggup menopang populasi.",fUeXK5UA8II
2023-08-14,Polusi udara tidak lah seberapa atau bukan paling buruk di dunia silakan admin Kompas TV cek  kota mumbai di india dan kota banglades dan juga kota Lahor di pakistan mereka sangat2 lah buruk dan bisa di bilang terburuk di dunia,fUeXK5UA8II
2023-08-14,"Semua masyarakat harus peduli dengan polusi ini,kurangi kend.pribadi gunakan fasilitas angkutan umum",zb7pASi3f1o
2023-08-14,Industri berkontrubusi besar terhadap polusi udara,zb7pASi3f1o
2023-08-12,Udara sudah kotor begitu masih di konsumsi saja ta.mbak Mas2 Mbak2 nanti kalau sudah pensiun pulang ke desa saja biar berbadan sehat begitu Saya dulu bekerja di jakarta setelah usia saya 50 th saya pulang ke desa sekarang umur saya 68 th ttp masih sehat Begitu Mas2 Mbak2 cara mengatasinya 🤔👋👋,zb7pASi3f1o
2023-08-10,alloh itu maha adil kabut itu sebagae peringatan bagi tukang demo,zb7pASi3f1o
2023-08-10,"Mesti segera realisasi wacana bagi jam kerja, selain itu kalo di kasih hujan buatan bisa ga sih sedikit membantu?",zb7pASi3f1o
2023-08-10,Sejak diJabat Gub Giveaway makin kacau Jakarta,zb7pASi3f1o
2023-08-10,Untuk mengatasinya perlu dibuat KTP Udara DKI seperti kata pk mantan. Agar udara yg tdk punya KTP Udara DKI tdk  seenaknya bikin polusi  di Jakarta 😆😆,zb7pASi3f1o
2023-08-10,Boro2 urus solusi polusi di Tangsel..urusin tata kota aja masih morat marit..😂😂,zb7pASi3f1o
2023-08-10,Solusinya angin dari selatan di bikin flow lewat terowongan atau bikin atap ducting   miring,zb7pASi3f1o
2023-08-28,"kemana aja Men LHK selama ini sampai terlambat  menangani polusi di jakarta, kenapa tdk dari awal menangani polusi sejak dilantik jadi Mentri. jgn cuma bisanya melapor tapi tdk cepat mengatasi polusi",USiSB1IfEKI
2023-08-16,"Gak papa tah, yang penting jakarta banyak mall didalamnya udara bersih dan segar",KfmsN3iEx4M
2023-08-14,"CAPRES SI BLOON ITU SEBUT KENDRAAN LISTRIK LEBIH BANYAK MENIMBULKAN POLUSI,, Tapi Banyak ahli ahli Sebut pengunaan kendaraan listrik mengurangi POLUSI",TNucHhx6asA
2023-08-13,"Dari kemaren beritanya polusi udara jakarta parah, buruk dan lain lain. Jelasin dong kenapa, apa karena PLTU, apa karena polusi kendaraan atau karena disebar chemtrail biar pada sakit lagi terus ada virus baru lagi?

Percuma berita gini doang ga dikasih tau kenapa jadi bingung juga antisipasi nya gimana",TNucHhx6asA
2023-08-12,"Mana ada asap knalpot kendaraan bisa sampe begini, PLTU itu yg bikin polusi parah",TNucHhx6asA
2023-08-11,Selama laju kendaraan pribadi ga di batasi jngn harap JKT bisa bebas polusi....,TNucHhx6asA
2023-08-11,"Waktu Pak Anies menjabat, Di tegaskan untuk pakai kendaraan umum dan mengurangi kendaraan pribadi sehingga kuliatas udara di jakarta membaik, Ehh skarang sejak di pegang yg kata nya ""Hero"" malah balik amburadul lgi!! 🤣🤣",TNucHhx6asA
2023-07-28,"Ya gmna industri massive dibangun disitu, permukiman disitu semua aspek atau faktor polusi semuanya dibangun disitu jabodetabek 🗿, solusi katanya pindah ibu kota, biar ga banjir sama polusi lagi 🗿, ibarat abis manis sepah dibuang",IP21zKIuPSM
2023-07-28,"Makanya....secepatnya pindah k ikn, biar jkt cpt bersih udaranya!!!!",IP21zKIuPSM
2023-07-28,"Plt yg dipilih memang sengaja mau merusak Jakarta!
Jurus Jokowi dkk Setali 3 uang,jakarta rusak, nama Anies rusak, IKN aman n lancar!",IP21zKIuPSM
2023-07-28,"Tata kota ga di urus 
Polusi ga di urus
Kendaraan pribadi banyak
Transportasi publik setengah setengah",IP21zKIuPSM
2023-07-28,"setidaknya kita bisa peringkat 1 di dunia,terima kasih jakarta telah membawa nama indonesia mendunia ❤❤❤",IP21zKIuPSM
2023-07-28,"akibat tak melanjutkan program pak anies baswedan , dki kembali kotor😅",IP21zKIuPSM
2023-07-28,"Semenjak Pak Anies selesai menjabat, Jakarta mulai amburadul",IP21zKIuPSM
2023-08-21,"Produk apa lg yg akan masuk dan membanjiri indonesia,sepeda listrik,motor listrik,atau kendaraan"" lain yg tidak menggunakan bahan bakar...?",90I-5mNlrfQ
2023-08-14,Koq masih pada betah tinggal di jakarta sangst tidak layak huni,90I-5mNlrfQ
2023-08-14,Prestasi Heru Budi yg mendunia... No 1 tertinggi di dunia polusinya...,90I-5mNlrfQ
2023-11-29,❤bajir jakarta  meluap terus pindah kalimantan timur aman banjir amin,zdhm5OuH5Qs
2023-11-27,"Agar jakarta tak banjir saat musim hujan ini saat awan masih di laut langsung ditaburi inti kondensasi garam dapur, kalau awan sudah masuk wilayah angkasa  jakarta tiup dg blower agar segera menyingkir ke wilayah tetangga jakarta.",zdhm5OuH5Qs
2023-11-26,Anis baswedan mana tidur gagal membenai jakarta apa lagi jadi presiden,zdhm5OuH5Qs
2023-11-17,"Menurut pandangan saya orang kalimantan yg pernah tinggal di Jakarta, kaya sulit mengatasi banjir bagi warga DKI yg dekat kali pada daerah tertentu ? Sungai kalimantan yg lebar dan dalam bisa meluap lebar ke kiri kanan sungai bila musim penghujan",zdhm5OuH5Qs
2023-11-07,Skrng jkt klu hujan banjir.nanti giliran ibu kota pindah ke Kalimantan. kalimantan yg tenggelam ditelan banjir.,zdhm5OuH5Qs
2023-11-07,"Jgn lawan sunotuloh, air hujan itu jgn di buang ke gorong2 tp di tampung ke bumi wkwwkkwkk",zdhm5OuH5Qs
2023-11-07,Jgn sampai Pak Anis yg djadikan biang kerok/penyebab  banjir d Jakarta lgi😅😅😅,zdhm5OuH5Qs
2023-11-07,"Pantesan diguyur hujan, itu sampah  berserakan ...",zdhm5OuH5Qs
2023-11-07,itu bukan banjir..hanya air parkir...,zdhm5OuH5Qs
2023-11-07,"kemarin pas pemimpinnya Anies dihujat krn banjir, skrg Anies dh diganti blg alhamdulillah",zdhm5OuH5Qs
2023-11-07,Katanya udah bebas banjir hoak ah,zdhm5OuH5Qs
2023-11-07,"Lhooo seharusnya banjir hanya boleh terjadi saat pak Anis njabat dulu...😜... tenang pak Heru , media nggak akan ngebesar²in .... ini salah pak Anis kok 😄",zdhm5OuH5Qs
2023-11-07,"kalo daerah kampung melayu ini dari zaman dulu banjir mulu yaa, upaya pemprov jg kayaknya udh maksimal. Mulai dari kali2 yg keruk, dibuat sodetan dll artinya gak main2 untuk atasi banjir. cm apa karena daerah ini lebih rendah tanahnya dan dideket sungai ciliwung makanya kalo hujan daerah ini gk pernah absen banjir.",zdhm5OuH5Qs
2023-11-07,Biar aja banjir supaya cepat pindah ibukota Jakarta k Kalimantan,zdhm5OuH5Qs
2023-11-07,Cara Tuhan mengurangi emisi dikota Jakarta.. Alhamdulillah akhirnya hujan turun😮😅😂,zdhm5OuH5Qs
2023-11-07,demi perlindungan ALLOHU AKBAR semoga di surabaya jawa timur sudah bulan november masih belum ada air hujan turun di bumi ini dan surabaya jawa timur masih sangat aman aman saja terus menerus.,zdhm5OuH5Qs
2023-11-07,😂katanya setelah gubernur anies d ganti jakarta sudah tidak terkena banjir lagi😂😂😂,zdhm5OuH5Qs
2023-11-07,"tapi untung alhamdulillah yang di surabaya jawa timur sudah bulan november masih belum ada air hujan turun di bumi ini. 
di surabaya jawa timur masih sangat aman aman saja terus menerus.",zdhm5OuH5Qs
2023-11-07,Habis kemarau terbit lah banjir😂😂,zdhm5OuH5Qs
2023-11-07,"Nah bingungkan Ga Hujan2 Kemarau kekeringan Panas, giliran dikasih Hujan deras ngeluh Banjir 😢😢",zdhm5OuH5Qs
2023-11-06,"Hello NORMALISASI ? 😂
Yg perlu di normalisasi itu bukan sungainya, tapi PJ gubernur & Junjungan si plonga plongo !",zdhm5OuH5Qs
2023-11-06,Tenggelamkan jakarta,zdhm5OuH5Qs
2023-11-06,"Selalu teringat ucapan beliau ""KALAU SAYA JADI PRESIDEN, URUSAN BANJIR AKAN LEBIH MUDAH DIATASI"" Dan hingga 10 tahun berlalu, Jkt tetap banjir. Lalu menyalahkan perubahan iklim, pdhl kelompoknya yg memicu perubahan iklim, dr penebangan hutan utk sawit, IKN, dll plus batubara yg bikin panas dunia makin naik. Lihat film Sexy Killer, ternyata merekalah ""perusak dunia""",zdhm5OuH5Qs
2023-11-06,"Banjir? Tenggelempun Gak heran kok. Masih aja Dihuni, buang2 banyak Anggaran Negara. Sudah buruan Evakuasi ke wilayah lain yang lebih aman... Sudah gak masuk akal tetap tinggal disana. KL soal uang keluar negri seperti Singapore, Japan, & Amerika saja masih lebih masuk akal.",zdhm5OuH5Qs
2023-11-06,Dicari calon gubernur yg mampu mengatasi banjir seumur hidup!!!!,zdhm5OuH5Qs
2023-11-06,Dulu tempat ini selama anis mimpin gk banjir sekarang kok banjir...padahal curah hujan nlom terlalu besar,zdhm5OuH5Qs
2023-11-06,"anies mana anies... org itu yg bilang Tanah JKT bisa langsung serap air hujan turun kedlm bumi😂.
jangan kerempongan urusan Gaza. urusan dlm negri dia kasi tinggal bikin kacau!",zdhm5OuH5Qs
2023-11-06,"Tuhan serba salah sama warga ibukota Konoha, hujan salah ,nggk hujan polisi udara",zdhm5OuH5Qs
2023-11-06,Peduli amad banjir yg penting punya stadiun baru,zdhm5OuH5Qs
2023-11-06,"siapa bilang itu banjir, itu air lagi parkir antri masuk ke dalam bumi, wkwk…wkwk…",zdhm5OuH5Qs
2023-11-06,"Ini ibukota tpi pemukiman y sama seperti di kampung gk heranlh langganan banjir terus setiap musim hujan , karna pemukiman y kotor kumuh gk tertata gk pantes di sebut pemukiman ibukota",zdhm5OuH5Qs
2023-11-06,Kalau banjir itu peninggalan anis kalau gak banjir di aku hasil heru 😂,zdhm5OuH5Qs
2023-11-06,sejak anis jadi gubernur DKI semaking sering banjir di jakarta,zdhm5OuH5Qs
2023-11-06,"Di kasih ujan ngeluh akibat banjir,di kasih kemarau ngeluh kesusahan air....😂",zdhm5OuH5Qs
2023-11-06,"Enak nya bs mandi sepuas nya, di tmpt kami blm ada hujan",zdhm5OuH5Qs
2023-11-06,"Yah baru juga hujan sekali,belom klo musim hujan pas tiap hari gtu,sum sum urrr resapan mna????😅",zdhm5OuH5Qs
2023-11-06,Banjir akan terus terjadi jika tidak ada kesadaran dari warganya  untuk tidak buang sampah sembarangan,zdhm5OuH5Qs
2023-11-06,Kata pak Anis bukan banjir tapi Air pakir  saja,zdhm5OuH5Qs
2023-11-06,Banjir 🤔🤨 ... untung Anis udah ga jadi gubernur ... jadi ga disalahkan lagi😁,zdhm5OuH5Qs
2023-11-06,"Bud.. !!! 
Ayo bud... Idemu opo biar jakarta gak banjir??? 
Ojo bideg ae",zdhm5OuH5Qs
2023-11-06,Dari dulu ya udah banjir. Ya biar ngak banjir di tanganin bersama jangan menyalahkan seorang saja,zdhm5OuH5Qs
2023-11-06,"Kemarau kekeringan, hujan kebanjiran, SABAR ya warga Jakarta, orang sabar dikasihani tuhan!!",zdhm5OuH5Qs
2023-11-06,Oalah alah angen angen jalok udan kok yo kebanjiran😢,zdhm5OuH5Qs
2023-11-06,"Banjir mah biasa aja.
Yang penting lanjutkan bantuan ke  palestina. Di jakarta mah bukan saudara kita. Saudara kita mah rakyat palestina 😂😂😂😂",zdhm5OuH5Qs
2023-11-06,Katanya jakarta sudah bebas banjir.....bersih dan sejuk😊,zdhm5OuH5Qs
2023-11-06,"Air yg turun dari atas/air hujan  bisa dimasukan ke BUMI, baru airnya kering",zdhm5OuH5Qs
2023-11-06,"Syukuri saja buat semua  warga, sebab  ituy adalah kehendak Allah
Jangan coba coba protes .ke Allah, bisaa dicabut ijin hidup lu. 

😂😂😂😂😂😂",zdhm5OuH5Qs
2023-11-06,"Dulu setiap gubenur jakarta selalu di hujat dan gk bisa ngatasi banjir,,,sekaranglah dihujat lagi,,jgn selalu sok hebat ya woooiii Netizen yg pekok!!!",zdhm5OuH5Qs
2023-11-06,Katanya PJ HERU BERHASIL DI DKI JAKARTA...? Lha baru AWAL2 HUJAN AJA JAKARTA UDAH BANJIR.... GIMANA NANTI MUSIM HUJAN TOOONNKK...??,zdhm5OuH5Qs
2023-11-06,"Jkt timur mh aman hujan jarang dan alakadarnya ,",zdhm5OuH5Qs
2023-11-06,"mana nih gubenurnya.. gk kerja banget,.. makan gaji buta.. udah tahu mau musim hujan gk ada persiapan sama sekali.",zdhm5OuH5Qs
2023-11-06,"Siapa pelakunya sampai Jakarta banjir ,tolong di proses 😀😀",zdhm5OuH5Qs
2023-11-06,"Gak bener Anies, Jakarta , sampe banjir gitu...",zdhm5OuH5Qs
2023-11-06,"Wadudududuhhh... ininih ..hasil kerja kerja gubernur gaveaway.
Satu tahun ngapain ajaaah.. hujan seuprit jakarta banjir..😂😂😂😂",zdhm5OuH5Qs
2023-11-06,Bahagianya Cebong lstana kesampaian juga akhirnya keinginan mengembalikan Jakarta jd kolam Cebong Raksasa terpenuhi. 😅,zdhm5OuH5Qs
2023-11-06,Bukan banjir itu tapi parkir air,zdhm5OuH5Qs
2023-11-06,"Ini pasti salah Pak Anis kata cebong dongok wkwkwwk

Padahal jaman pak anis jarang di beritakan banjir",zdhm5OuH5Qs
2023-11-06,"Air hujan turun dari LANGIT dan diserap oleh tanah merupakan SUNNAHTULLAH, ""Kata Abud Baswedan"" saat mnjadi Gakbenor!",zdhm5OuH5Qs
2023-11-06,Sip udah hujan lagi,zdhm5OuH5Qs
2023-11-06,Kagen banjir udah lama. Ga ke temu air ujan,zdhm5OuH5Qs
2023-11-06,KECEBONG KADRUN PALING SENANG KLO JAKARTA BANJIR BISA BULLY ANIS???🤣🤣🤣,zdhm5OuH5Qs
2023-11-06,Kemarau salah hujan jg salah😭😭😭😭😭😭,zdhm5OuH5Qs
2023-11-06,Sama dimana mana juga .kita harys bersyukur dengan turunnya hujan .atasi saja ramerame  bersihkan goroong gorong  dari sumbatan samoah,zdhm5OuH5Qs
2023-11-06,"Masih banjirrrr jakarta, ciloko ciloko.",zdhm5OuH5Qs
2023-11-06,jokowi tak becus memilih pejabat gubernur jakarta. baru hujan sudah banjir.,zdhm5OuH5Qs
2023-11-06,Ayooo ngurusss banjir jgn ngurusin negara lain😂😂😂😂😂,zdhm5OuH5Qs
2023-11-06,Banjir itu bgus,zdhm5OuH5Qs
2023-11-06,Alhamdulillahnya polusi berkurang😊,zdhm5OuH5Qs
2023-11-06,Klu gubernurnya Anies banjir gini pasti rame,zdhm5OuH5Qs
2023-11-06,"Santai masih ada sumur resapan andalan jakarta, ga udah takut2",zdhm5OuH5Qs
2023-11-06,"Gua ngerasain banget jakarta beda pas musim hujan DIJAMAN JOKOWI & AHOK doang, waktu itu 5 tahun kerja d jkt.  Dri jokowi Gubernur-ahok gubernur. 
Setelah ahok,  kembali lagi parah jakarta.",zdhm5OuH5Qs
2023-11-06,"Ya resapan sudah banyak yg d hilangkan  , terima aja banjir",zdhm5OuH5Qs
2023-11-06,Alhamdulillah sudah hujan gak kekeringan  lagi 😂😂😂😂,zdhm5OuH5Qs
2023-11-06,"Pantes ibukota mau dipindah ikn, jakarta uda parah , berbulan2 panas masalah polusi udara dan panas skli dijakarta , sekali hujan langsung banjir",zdhm5OuH5Qs
2023-11-06,Buka matamu. Stelah PK Anis brheti jdi gubernur apa banjir bisa berhenti dn di tanggulangi sama yg pjabat yg baru. Jakarta mah sudah takdir.,zdhm5OuH5Qs
2023-11-06,"jaman anis aman, walau ada banjir sangat cepat surutnya, skrg pak budi yg di tunjuk jokowi malah g bisa berbuat apa apa",zdhm5OuH5Qs
2023-11-06,Wajar banjir juga. Wong skrng jakarta gak ada yg ngurus. Alias gak ada gubernurnya. 😅😅,zdhm5OuH5Qs
2023-11-06,"Giliran mas budi jadi bulan bulanan Rakyat jakarta,",zdhm5OuH5Qs
2023-11-06,"Jakarta entar lagi tenggelam...ni ulah para petinggi negeri ni,ulah para pejabat negeri in,jakarta akan tenggelam bagai kan lautan ..",zdhm5OuH5Qs
2023-11-06,"SERBA SALAH DI JKT, PAS PANAS BNYK POLUSI , PAS HUJAN BNYK TEMPAT RAWAN BANJIR",zdhm5OuH5Qs
2023-11-06,"Msh inget ad yg memberikan gagasan calon gubernur jakarta yg mau mengatasi banjir di jakarta..
Sekarang mw jd capres..",zdhm5OuH5Qs
2023-11-06,Ko sekarang banjir di jakarta gk pada keluar cebong2 ya,zdhm5OuH5Qs
2023-11-06,Salah satu contoh maju nya jakarta yg dipimpin oleh Heroo Governor GiveWay..,zdhm5OuH5Qs
2023-08-11,Anda bisa lihat bintang bintang di langit jakarta anda hebat,kJsBTQkZV0M
2023-07-09,"Kalo mau serius berantas polusi udara mending naikin aja pajak, hapus pemutihan pajak, sama hapus cicil murah kendaraan bermotor milik pribadi. Kalo perlu sita kendaraan pribadi yg udh nunggak pajak.",kJsBTQkZV0M
2023-06-14,"Polusi
Dr rakyat oleh rakyat untuk rakyat 😂😂😂😂😂😂😂😂",kJsBTQkZV0M
2023-06-14,"Sejak lama memang kualitas udara Jakarta buruk, bahkan bbrp kali juara terburuk bergantian dgn Delhi India.",kJsBTQkZV0M
2023-06-13,"Lucu bicrain polusi udara tpi pemerintah sndri ga btasi penjualan kendraan tpi mau ny pajak doangan, pa lgi ngutang kendraan gmpang modal 300k ja bs dpet kendraan baru.",kJsBTQkZV0M
2023-06-13,"Wow jaman dulu sibuk mempromosikan kendaraan Made In Japan berbahan bakar Fosil dengan gencar gencarnya, tapi setelah mengecap hasil eleknya malah kepo polusi sekarang, - ujuk ujuk proyek kendaraan listrik digenjot maju menjadi proyek handalan masa depan bahkan disubsidi, bangkrut keuangan Negara , - Sekian dan terimakasih, ..... Salam.*****.",kJsBTQkZV0M
2023-06-13,"sdh sejak 2014 setiap sy naik motor setiap naik flyover keliatan bgt kabut polusi di langit, jd ga heran kl skrg makin parah, alhasil sy memutuskan pindah ke daerah, dan sy rasakan betul walaupun gaji ga segede jkt tp tingkat kesehatan dan stamina sy sekeluarga lbh baik, kami hidup lbh happy",kJsBTQkZV0M
2023-06-09,"Org desa yg baru prtama k jakarta psti bs mrsknY. Kulit jd lengket, rmbut kaku, dn sring mncium bau got",_41KtEUiZT8
2023-06-09,Lah dulu kan ud dibikinin jalur sepeda utk mengurangi polusi...,_41KtEUiZT8
2023-09-25,Kendaraan bermotor dijakarta sdah injeksi dan cdi + pake catalytic converter semua mana bsa pembakaran ga sempurna .. kota besar lain di dunia jga masih pake kend ber bbm fosil dan ga polusi .... jgan sembarangan kasih statement ngawur pak 👎🏼,VQBA0vT_VKk
2023-09-07,"Batubara opung luhut emang paling bener dah, tokcer lah
Ga mungkin bikin polusi😅😅",VQBA0vT_VKk
2023-09-06,"Halahhh luhut cs dari dulu klo ada masalah besar cuma bisa menuding sana sini , dari masalah batubara, sawit , covid sampe polusi ... beresin dan  benahi dong ggg...kalian cuma koar koar bongkar2 tapi gak ada action yg solutif dan efectif ...",VQBA0vT_VKk
2023-09-04,"coba modal dikit media, terbang keliling liat dari mana asal asul asap nya coba.. yg fair, jgn lupa videoin bukti nya, jgn takut utk jujur.",VQBA0vT_VKk
2023-09-03,"Ini angin musim barat...cek deh pake anemometer...semua pltu dekat jakarta ada di banten dan angin nya ke barat bu....jakarta kan sebelah timur...hhmmm....pltu stack cerobong asap sudah dilengkapi penangkap debu dan selalu di cek oleh bagian k3 serta dinas lingkungan hidup...coba kita cermati...pas covid langit jakarta bagus dan cerah banget...polusi menurun drastis....lagi musim kemarau seperti sekarang dan pltu masih tetep beroperasi.....coba cek yuk emisi kendaraan bermotor kita masing masing, ditambah sama debu yang karena ngg ada hujan jadi bertebaran di udara...belum lagi pabrik pabrik...yuk berfikir cerdas....",VQBA0vT_VKk
2023-09-02,"transport memang harus uji emisi , ngaco bgt emang jkt itu gak ada uji emisi. malu lah punya motor tp bikin polusi",VQBA0vT_VKk
2023-09-02,"Udah parah baru ribut , mau mulai dari mana untuk perbaiki kwlitas udara jakarta semakin pusing , akibat ganti pejabat ganti aturan ngak punya kebijakan 100 thn kedepan, cukup 5 thn biar penggantinya yang mikir begitu seterusnya 😅",VQBA0vT_VKk
2023-09-01,anak buah lagi terangin bukan jualan bosnya yang bikin polusi.,VQBA0vT_VKk
2023-08-29,"Jangan saling menyalahkan lah, justru kita harus bekerja sama supaya polusi di jakarta berkurang atau hilang, kerja sama lah!!",VQBA0vT_VKk
2023-08-28,"Bongkar penyebab polusi sekalian jd sales MOBLIS,MOTLIS..😂",VQBA0vT_VKk
2023-08-27,"Ini mau promosikan mobil listrik, sekalian tukang Sate juga termasuk bikin Polusi udara. Kebakaran TPA di Bandung yg menyebabkan Polusi di Jakarta",VQBA0vT_VKk
2023-08-27,"DPRD bubarin dulu aja, selain gak penting juga gak ada kontribusi buat nurunin polusi.",VQBA0vT_VKk
2023-08-27,Tanam pohon dan bangun hutan kota di DKI Jakarta!,VQBA0vT_VKk
2023-08-26,"Untuk mengurangi dikit demi dikit, pabrik industri yg mengeluarkan asap banyak perlu diperingàti agar beberapa kemudian, layak ditutup krn polusinya terlalu banyak keluar",VQBA0vT_VKk
2023-08-26,Polusi udara karena banyak alam yg ditutup dg pabrik liar.,VQBA0vT_VKk
2023-08-26,Pabrik Industri yg terbesar populasi udaranya krn banyak mengeluarkan asapnya,VQBA0vT_VKk
2023-08-25,"Investigasi Jejak Batu Bara di Pencemaran Udara Jakarta | Mata Najwa
https://www.youtube.com/watch?v=Q37lJ2ulyq4",VQBA0vT_VKk
2023-08-23,Anehhhhh… kalian yg bkin polusi. Kalian yg bingung ngatasin wkwkwkwkwkk,VQBA0vT_VKk
2023-08-23,Bahaya efeknya buat kesehatan dari polusi yg tinggi,VQBA0vT_VKk
2023-08-22,"Ngeles mulu udah jelas jelas juga memyumbang polusi. 
Bisnis bisnis",VQBA0vT_VKk
2023-08-22,"Tiap lebaran jakarta bersih tuh, karena ga banyak kendaraan lalu lalang, bahkan hampir ga ada,sedangkan pltu jalan terus berarti penyumbang polusinya nya ya kendaraan itu,kemarin 17 agustus aja jakarta kliatan sangat bersih karena ga bnyak kendaraan, masih nyalahin pltu, ntr listrik digilir protes",VQBA0vT_VKk
2023-08-28,"Mengatasi polusi kota tidak bisa disamakan dengan mengurus debu di pekarangan, sebaliknya menambah polusi Bos. Atasi hulu masalah polusi...

Pelajari informasi ini.

https://youtu.be/nCOwrn-H4W0?si=pka8fFbjnwWZnJB5",uaTKMmrEepo
2023-08-27,Sekarang banyak polusi udara berbahaya,uaTKMmrEepo
2023-08-27,buat jalan di jakarta 300 unit kendaraan dong. biar greget pa,uaTKMmrEepo
2023-08-26,"Modifikasi cuaca sih kek nya di perlukan, yang make naburin garem pake pesawat tuh apa nama nya ?!",uaTKMmrEepo
2023-08-26,"Dari dulu juga polusi sudah byk diJkrta. Tpi klo sampe ganggu jrk pandang ga gitu amat dah. Sy tiap hari dijln kerjanya. Bullshit!!
Klo digunung iya kabut tebal jrk pndang bisa 1 meter. Hahaha
Kocak,, water canonlah diturunin.
Ada agenda apakah gerangan😅😅",uaTKMmrEepo
2023-08-26,Sabar bentar lagi polusi pindah ke ikn.,uaTKMmrEepo
2023-08-26,coba pake gelembung sabun jd selain mengikat asap juga saat gelembungnya pecah bisa memecah konsentrasi asap apalg abis itu hujan,uaTKMmrEepo
2023-08-26,Semoga hujan😍👍,uaTKMmrEepo
2023-08-23,Siramin aja pake hujan buatan pd mlm hari dan pemadam kebakaran sering2 siramin jalanan utama,7awhIlqEp9E
2023-08-11,Karna gak hujan pula jadi polusi,7awhIlqEp9E
2023-12-29,Kata bang amin itu polusi kiriman angin dari daerah lain bang😅,QrqLXg5I5OQ
2023-12-26,"Awalnya saya tak percaya Anies salahkan angin ( menghubungkan angin dengan polusi udara)
Hari ini tgl 26 Desember 2023 tepat hari libur natal artinya harusnya langit Jakarta bersih biru atau boleh berawan Putih.
Nyatanya saat ini... Langit Jakarta gelap tapi bukan mendung... Saya meyakini ini polusi udara dan itu bukan datang dari KENDARAAN BERMOTOR m3lainkan dari sebab lain dari luar kota Jakarta.
Ini mirip dengan kabut asap melanda Singapura dikirim oleh angin dari hutang yg dibakar di Sumatra Dan atau di Kalimantan.",QrqLXg5I5OQ
2023-12-06,"Saya agustus kemaren sebulan ke jakarta.
Baru 5 harian udah batuk2 sampe sebulan.
Pas balik ke daerah sy lagi alhamdulilah sembuh.
Polusi nya keliatan sekali kayak mendung,bintangpun sudah tidak terlihat kalo malam hari",QrqLXg5I5OQ
2023-09-24,Yakin ini di jkt,QrqLXg5I5OQ
2023-09-24,"Kek gini yang disalahkan malah knalpot mobil, wakakakkakak, pabrik pabrik malah bebas 😅",QrqLXg5I5OQ
2023-09-11,Makan tuh polusi,QrqLXg5I5OQ
